EU MEDITO E ME CONHEÇO,"R$ 37,03",Páginas: 32,Formato: 17.00 X 20.00 cm,Peso: 0.159 kg,Acabamento: Livro brochura,Lançamento: 13/03/2020,ISBN: 978-85-7406-901-2
PRINCESA KEVIN,"R$ 52,90",Páginas: 32,Formato: 21.30 X 27.60 cm,Peso: 0.325 kg,Acabamento: Livro capa dura,Lançamento: 13/03/2020,ISBN: 978-85-7406-900-5
NINGUÉM É PEQUENO DEMAIS PARA FAZER A DIFERENÇA,"R$ 37,03",Páginas: 40,Formato: 24.00 X 24.00 cm,Peso: 0.386 kg,Acabamento: Livro capa dura,Lançamento: 26/02/2020,ISBN: 978-85-7406-893-0
CAPITÃO CUECA E A SINA RIDÍCULA DO POVO DO PENICO ROXO - EM CORES!,"R$ 34,93",Páginas: 184,Formato: 14.00 X 21.00 cm,Peso: 0.32 kg,Acabamento: Livro brochura,Lançamento: 20/02/2020,ISBN: 978-85-7406-897-8
"PODE CHORAR, CORAÇÃO, MAS FIQUE INTEIRO","R$ 33,53",Páginas: 32,Formato: 21.00 X 27.00 cm,Peso: 0.165 kg,Acabamento: Livro brochura,Lançamento: 14/02/2020,ISBN: 978-85-7406-894-7
COISAS QUE EU QUERIA SER,"R$ 37,03",Páginas: 56,Formato: 16.00 X 23.00 cm,Peso: 0.141 kg,Acabamento: Livro brochura,Lançamento: 14/02/2020,ISBN: 978-85-7406-896-1
A CASA,"R$ 38,43",Páginas: 16,Formato: 17.00 X 19.00 cm,Peso: 0.1 kg,Acabamento: Livro capa dura,Lançamento: 03/02/2020,ISBN: 978-85-7406-873-2
O CARTEIRO ENCOLHEU!,"R$ 52,43",Páginas: 40,Formato: 20.00 X 20.20 cm,Peso: 0.366 kg,Acabamento: Livro capa dura,Lançamento: 20/01/2020,ISBN: 978-85-7406-881-7
A ILHA SINISTRA,"R$ 49,90",Páginas: 40,Formato: 27.00 X 21.00 cm,Peso: 0.199 kg,Acabamento: Livro brochura,Lançamento: 10/12/2019,ISBN: 978-85-7406-855-8
QUE SEMANA!,"R$ 49,90",Páginas: 48,Formato: 15.50 X 22.50 cm,Peso: 0.143 kg,Acabamento: Livro brochura,Lançamento: 21/11/2019,ISBN: 978-85-7406-846-6
A ÁGUA E A ÁGUIA,"R$ 34,93",Páginas: 32,Formato: 27.00 X 21.00 cm,Peso: 0.165 kg,Acabamento: Livro brochura,Lançamento: 15/11/2019,ISBN: 978-85-7406-892-3
ROBINSON,"R$ 52,90",Páginas: 56,Formato: 23.00 X 27.00 cm,Peso: 0.292 kg,Acabamento: Livro brochura,Lançamento: 11/11/2019,ISBN: 978-85-7406-849-7
O HOMEM-CÃO: O SENHOR DAS PULGAS,"R$ 37,03",Páginas: 256,Formato: 13.50 X 20.50 cm,Peso: 0.429 kg,Acabamento: Livro brochura,Lançamento: 01/11/2019,ISBN: 978-85-7406-882-4
MORTINA E O PRIMO INSUPORTÁVEL,"R$ 41,93",Páginas: 56,Formato: 14.00 X 21.00 cm,Peso: 0.234 kg,Acabamento: Livro capa dura,Lançamento: 18/10/2019,ISBN: 978-85-7406-889-3
LABIRINTO DE HISTÓRIAS,"R$ 52,90",Páginas: 48,Formato: 21.00 X 27.00 cm,Peso: 0.233 kg,Acabamento: Livro brochura,Lançamento: 02/10/2019,ISBN: 978-85-7406-880-0
O MINOTAURO (EDIÇÃO DE LUXO),"R$ 67,90",Páginas: 160,Formato: 20.30 X 27.60 cm,Peso: 0.605 kg,Acabamento: Livro capa dura,Lançamento: 20/09/2019,ISBN: 978-85-7406-878-7
O MAIS SENSACIONAL GUIA INTERGALÁCTICO DO ESPAÇO (NOVA EDIÇÃO),"R$ 44,03",Páginas: 64,Formato: 29.60 X 25.00 cm,Peso: 0.408 kg,Acabamento: Livro brochura,Lançamento: 19/09/2019,ISBN: 978-85-7406-877-0
CAPITÃO CUECA E A GRANDE E DESAGRADÁVEL BATALHA DO MENINO BIÔNICO MELECA SECA - EM CORES!,"R$ 34,93",Páginas: 184,Formato: 13.50 X 20.50 cm,Peso: 0.32 kg,Acabamento: Livro brochura,Lançamento: 16/09/2019,ISBN: 978-85-7406-883-1
TUDO SOBRE ANNE,"R$ 57,90",Páginas: 40,Formato: 21.00 X 27.00 cm,Peso: 0.271 kg,Acabamento: Livro brochura,Lançamento: 12/09/2019,ISBN: 978-85-7406-879-4
MEU PUM E A MELECA DO MEU IRMÃO,"R$ 33,53",Páginas: 32,Formato: 20.50 X 20.50 cm,Peso: 0.102 kg,Acabamento: Livro brochura,Lançamento: 04/09/2019,ISBN: 978-85-7406-884-8
NÓS,"R$ 37,03",Páginas: 128,Formato: 15.70 X 22.00 cm,Peso: 0.217 kg,Acabamento: Livro brochura,Lançamento: 23/08/2019,ISBN: 978-85-7406-864-0
OS 33 PORQUINHOS (NOVA EDIÇÃO),"R$ 37,03",Páginas: 32,Formato: 20.20 X 27.00 cm,Peso: 0.16 kg,Acabamento: Livro brochura,Lançamento: 22/08/2019,ISBN: 978-85-7406-886-2
DA MINHA JANELA,"R$ 30,03",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.142 kg,Acabamento: Livro brochura,Lançamento: 29/07/2019,ISBN: 978-85-7406-874-9
"OLÁ, RUBY: UMA AVENTURA PELA PROGRAMAÇÃO","R$ 41,93",Páginas: 112,Formato: 19.00 X 23.20 cm,Peso: 0.306 kg,Acabamento: Livro brochura,Lançamento: 19/07/2019,ISBN: 978-85-7406-856-5
CAPITÃO CUECA E A GRANDE E DESAGRADÁVEL BATALHA DO MENINO BIÔNICO MELECA SECA - EM CORES!,"R$ 34,93",Páginas: 184,Formato: 13.50 X 20.50 cm,Peso: 0.32 kg,Acabamento: Livro brochura,Lançamento: 28/06/2019,ISBN: 978-85-7406-870-1
ECOLOGIA ATÉ NA SOPA,"R$ 47,90",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.173 kg,Acabamento: Livro brochura,Lançamento: 19/06/2019,ISBN: 978-85-7406-863-3
"ALDEIAS, PALAVRAS E MUNDOS INDÍGENAS","R$ 33,53",Páginas: 24,Formato: 20.50 X 20.50 cm,Peso: 0.097 kg,Acabamento: Livro brochura,Lançamento: 18/06/2019,ISBN: 978-85-7406-869-5
COMO SER BABÁ DA VOVÓ,"R$ 49,90",Páginas: 32,Formato: 21.00 X 27.00 cm,Peso: 0.137 kg,Acabamento: Livro brochura,Lançamento: 13/06/2019,ISBN: 978-85-7406-862-6
PREPARADO PARA BRINCAR LÁ FORA?,"R$ 33,53",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.188 kg,Acabamento: Livro capa dura,Lançamento: 24/05/2019,ISBN: 978-85-7406-875-6
VOU DAR UM SUSTO NO MEU AMIGO,"R$ 47,90",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.188 kg,Acabamento: Livro capa dura,Lançamento: 24/05/2019,ISBN: 978-85-7406-876-3
POEMINHA EM LÍNGUA DE BRINCAR (NOVA EDIÇÃO),"R$ 40,53",Páginas: 40,Formato: 17.20 X 30.50 cm,Peso: 0.182 kg,Acabamento: Livro brochura,Lançamento: 20/05/2019,ISBN: 978-85-7406-853-4
QUEM QUER ESTE RINOCERONTE?,"R$ 54,90",Páginas: 64,Formato: 25.30 X 21.60 cm,Peso: 0.218 kg,Acabamento: Livro capa dura,Lançamento: 14/05/2019,ISBN: 978-85-7406-851-0
ABCDELAS,"R$ 57,90",Páginas: 64,Formato: 21.00 X 27.00 cm,Peso: 0.208 kg,Acabamento: Livro brochura,Lançamento: 29/04/2019,ISBN: 978-85-7406-854-1
O BARCO DAS CRIANÇAS,"R$ 67,90",Páginas: 104,Formato: 15.00 X 23.40 cm,Peso: 0.472 kg,Acabamento: Livro capa dura,Lançamento: 24/04/2019,ISBN: 978-85-7406-868-8
MORTINA,"R$ 41,93",Páginas: 56,Formato: 14.30 X 21.10 cm,Peso: 0.246 kg,Acabamento: Livro capa dura,Lançamento: 19/04/2019,ISBN: 978-85-7406-844-2
DO OUTRO LADO TEM SEGREDOS,"R$ 54,90",Páginas: 88,Formato: 15.70 X 23.00 cm,Peso: 0.162 kg,Acabamento: Livro brochura,Lançamento: 22/03/2019,ISBN: 978-85-7406-859-6
O HOMEM-CÃO E O SUPERGATINHO,"R$ 37,03",Páginas: 256,Formato: 13.50 X 20.50 cm,Peso: 0.439 kg,Acabamento: Livro brochura,Lançamento: 14/03/2019,ISBN: 978-85-7406-848-0
REINAÇÕES DE NARIZINHO (EDIÇÃO DE LUXO),"R$ 67,90",Páginas: 248,Formato: 20.30 X 27.60 cm,Peso: 0.767 kg,Acabamento: Livro capa dura,Lançamento: 25/02/2019,ISBN: 978-85-7406-832-9
CAPITÃO CUECA E A FÚRIA DA FEROCÍSSIMA MULHER TENTACULAR - EM CORES!,"R$ 34,93",Páginas: 184,Formato: 13.50 X 20.50 cm,Peso: 0.32 kg,Acabamento: Livro brochura,Lançamento: 26/11/2018,ISBN: 978-85-7406-847-3
A HISTÓRIA DA TERRA 100 PALAVRAS,"R$ 48,93",Páginas: 64,Formato: 27.00 X 36.00 cm,Peso: 0.516 kg,Acabamento: Livro brochura,Lançamento: 09/11/2018,ISBN: 978-85-7406-845-9
ENREDUANA,"R$ 54,90",Páginas: 44,Formato: 16.30 X 28.40 cm,Peso: 0.331 kg,Acabamento: Livro capa dura,Lançamento: 24/10/2018,ISBN: 978-85-7406-841-1
"PARLA, PALAVRA","R$ 52,90",Páginas: 48,Formato: 15.70 X 20.30 cm,Peso: 0.131 kg,Acabamento: Livro brochura,Lançamento: 15/10/2018,ISBN: 978-85-7406-823-7
PÉ DE PILÃO,"R$ 49,90",Páginas: 40,Formato: 17.00 X 27.00 cm,Peso: 0.161 kg,Acabamento: Livro brochura,Lançamento: 15/10/2018,ISBN: 978-85-7406-842-8
O HOMEM-CÃO: UM CONTO DE DOIS GATINHOS,"R$ 37,03",Páginas: 256,Formato: 13.50 X 20.50 cm,Peso: 0.44 kg,Acabamento: Livro brochura,Lançamento: 21/09/2018,ISBN: 978-85-7406-831-2
BICHOS QUE EXISTEM E BICHOS QUE NÃO EXISTEM (NOVA EDIÇÃO),"R$ 49,90",Páginas: 56,Formato: 12.50 X 18.50 cm,Peso: 0.135 kg,Acabamento: Livro brochura,Lançamento: 17/09/2018,ISBN: 978-85-7406-837-4
CONTOS DE SACISAS,"R$ 37,03",Páginas: 48,Formato: 21.00 X 25.00 cm,Peso: 0.216 kg,Acabamento: Livro brochura,Lançamento: 14/09/2018,ISBN: 978-85-7406-822-0
AMORAS,"R$ 26,53",Páginas: 44,Formato: 20.50 X 20.50 cm,Peso: 0.145 kg,Acabamento: Livro brochura,Lançamento: 14/09/2018,ISBN: 978-85-7406-836-7
"LEOCÁDIO, O LEÃO QUE MANDAVA BALA","R$ 40,53",Páginas: 112,Formato: 18.40 X 23.10 cm,Peso: 0.435 kg,Acabamento: Livro capa dura,Lançamento: 31/08/2018,ISBN: 978-85-7406-838-1
A ELEIÇÃO DOS BICHOS,"R$ 34,93",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.173 kg,Acabamento: Livro brochura,Lançamento: 15/08/2018,ISBN: 978-85-7406-839-8
AMOS E BÓRIS,"R$ 34,93",Páginas: 36,Formato: 23.00 X 21.00 cm,Peso: 0.153 kg,Acabamento: Livro brochura,Lançamento: 06/08/2018,ISBN: 978-85-7406-824-4
VOVÓ VEIO DO JAPÃO,"R$ 38,43",Páginas: 80,Formato: 21.00 X 23.00 cm,Peso: 0.256 kg,Acabamento: Livro brochura,Lançamento: 06/08/2018,ISBN: 978-85-7406-828-2
POEMAS COM MACARRÃO,"R$ 49,90",Páginas: 48,Formato: 15.50 X 22.50 cm,Peso: 0.143 kg,Acabamento: Livro brochura,Lançamento: 23/07/2018,ISBN: 978-85-7406-835-0
VAMOS DAR A VOLTA AO MUNDO?,"R$ 34,93",Páginas: 40,Formato: 27.00 X 20.50 cm,Peso: 0.194 kg,Acabamento: Livro brochura,Lançamento: 16/07/2018,ISBN: 978-85-7406-798-8
O PAVÃO MISTERIOSO,"R$ 52,90",Páginas: 64,Formato: 15.50 X 22.50 cm,Peso: 0.185 kg,Acabamento: Livro brochura,Lançamento: 29/06/2018,ISBN: 978-85-7406-829-9
ANTES E DEPOIS,"R$ 52,90",Páginas: 208,Formato: 15.50 X 22.50 cm,Peso: 0.466 kg,Acabamento: Livro brochura,Lançamento: 29/06/2018,ISBN: 978-85-7406-840-4
"CANARINHO, CACHORRÃO E A TIGELA DE RAÇÃO","R$ 47,90",Páginas: 32,Formato: 26.00 X 21.00 cm,Peso: 0.161 kg,Acabamento: Livro brochura,Lançamento: 29/06/2018,ISBN: 978-85-7406-805-3
O HOMEM-CÃO DESGOVERNADO,"R$ 37,03",Páginas: 224,Formato: 13.50 X 20.50 cm,Peso: 0.387 kg,Acabamento: Livro brochura,Lançamento: 28/05/2018,ISBN: 978-85-7406-818-3
PEQUENO MANUAL DE PEIXES MARINHOS E OUTRAS MARAVILHAS AQUÁTICAS,"R$ 59,90",Páginas: 40,Formato: 31.80 X 22.10 cm,Peso: 0.501 kg,Acabamento: Livro capa dura,Lançamento: 18/05/2018,ISBN: 978-85-7406-814-5
A ODISSEIA DE ARLEQUINO,"R$ 49,90",Páginas: 72,Formato: 15.50 X 22.50 cm,Peso: 0.168 kg,Acabamento: Livro brochura,Lançamento: 27/04/2018,ISBN: 978-85-7406-820-6
MINHA CASA,"R$ 31,43",Páginas: 40,Formato: 20.50 X 20.50 cm,Peso: 0.135 kg,Acabamento: Livro brochura,Lançamento: 27/04/2018,ISBN: 978-85-7406-821-3
COBRA-TATU,"R$ 49,90",Páginas: 32,Formato: 19.00 X 25.00 cm,Peso: 0.138 kg,Acabamento: Livro brochura,Lançamento: 23/04/2018,ISBN: 978-85-7406-815-2
SOMBRA (NOVA EDIÇÃO),"R$ 40,53",Páginas: 48,Formato: 18.30 X 30.80 cm,Peso: 0.402 kg,Acabamento: Livro capa dura,Lançamento: 19/04/2018,ISBN: 978-85-7406-812-1
A PARTE QUE FALTA ENCONTRA O GRANDE O,"R$ 40,53",Páginas: 120,Formato: 18.30 X 22.10 cm,Peso: 0.43 kg,Acabamento: Livro capa dura,Lançamento: 13/04/2018,ISBN: 978-85-7406-826-8
CANTIGAS POR UM PASSARINHO À TOA (NOVA EDIÇÃO),"R$ 57,90",Páginas: 40,Formato: 17.00 X 30.50 cm,Peso: 0.184 kg,Acabamento: Livro brochura,Lançamento: 26/03/2018,ISBN: 978-85-7406-787-2
MALALA E SEU LÁPIS MÁGICO,"R$ 52,90",Páginas: 44,Formato: 23.00 X 26.00 cm,Peso: 0.443 kg,Acabamento: Livro capa dura,Lançamento: 23/03/2018,ISBN: 978-85-7406-811-4
"AH, OS LUGARES AONDE VOCÊ IRÁ!","R$ 49,90",Páginas: 64,Formato: 20.00 X 27.00 cm,Peso: 0.235 kg,Acabamento: Livro brochura,Lançamento: 15/03/2018,ISBN: 978-85-7406-776-6
O CLUBE DO TÊNIS VERMELHO (VOL.2),"R$ 52,90",Páginas: 256,Formato: 15.00 X 20.50 cm,Peso: 0.37 kg,Acabamento: Livro brochura,Lançamento: 26/02/2018,ISBN: 978-85-7406-806-0
CAPITÃO CUECA E O PERIGOSO PLANO SECRETO DO PROFESSOR FRALDINHA SUJA - EM CORES!,"R$ 34,93",Páginas: 160,Formato: 13.50 X 20.50 cm,Peso: 0.28 kg,Acabamento: Livro brochura,Lançamento: 23/02/2018,ISBN: 978-85-7406-816-9
A GUERRA DO PÃO COM MANTEIGA,"R$ 49,90",Páginas: 64,Formato: 20.00 X 27.00 cm,Peso: 0.235 kg,Acabamento: Livro brochura,Lançamento: 09/02/2018,ISBN: 978-85-7406-794-0
A PARTE QUE FALTA,"R$ 40,53",Páginas: 112,Formato: 18.30 X 22.10 cm,Peso: 0.411 kg,Acabamento: Livro capa dura,Lançamento: 09/02/2018,ISBN: 978-85-7406-817-6
SANTINHO,"R$ 49,90",Páginas: 104,Formato: 15.50 X 21.00 cm,Peso: 0.169 kg,Acabamento: Livro brochura,Lançamento: 21/11/2017,ISBN: 978-85-7406-813-8
MUITO CANSADO E BEM ACORDADO,"R$ 34,93",Páginas: 28,Formato: 24.30 X 18.60 cm,Peso: 0.269 kg,Acabamento: Livro capa dura,Lançamento: 21/11/2017,ISBN: 978-85-7406-801-5
COMO O GRINCH ROUBOU O NATAL,"R$ 52,90",Páginas: 64,Formato: 20.00 X 20.70 cm,Peso: 0.261 kg,Acabamento: Livro brochura,Lançamento: 21/11/2017,ISBN: 978-85-7406-810-7
COISA DE MENINO,"R$ 33,53",Páginas: 32,Formato: 20.50 X 20.50 cm,Peso: 0.122 kg,Acabamento: Livro brochura,Lançamento: 17/11/2017,ISBN: 978-85-7406-800-8
"BRANCO, BELO E CINDERELO","R$ 38,43",Páginas: 64,Formato: 21.00 X 25.00 cm,Peso: 0.228 kg,Acabamento: Livro brochura,Lançamento: 14/11/2017,ISBN: 978-85-7406-737-7
O MUNDO SERIA MAIS LEGAL,"R$ 34,93",Páginas: 40,Formato: 18.30 X 18.60 cm,Peso: 0.242 kg,Acabamento: Livro capa dura,Lançamento: 10/11/2017,ISBN: 978-85-7406-804-6
AS VELHAS FIANDEIRAS,"R$ 49,90",Páginas: 72,Formato: 15.50 X 22.50 cm,Peso: 0.168 kg,Acabamento: Livro brochura,Lançamento: 31/10/2017,ISBN: 978-85-7406-793-3
RÔNIA,"R$ 54,90",Páginas: 272,Formato: 15.70 X 21.00 cm,Peso: 0.421 kg,Acabamento: Livro brochura,Lançamento: 31/10/2017,ISBN: 978-85-7406-790-2
BEBÊS BRASILEIRINHOS (CAPA DURA),"R$ 52,90",Páginas: 48,Formato: 20.20 X 20.60 cm,Peso: 0.24 kg,Acabamento: Livro capa dura,Lançamento: 31/10/2017,ISBN: 978-85-7406-796-4
BEBÊS BRASILEIRINHOS (BROCHURA),"R$ 49,90",Páginas: 48,Formato: 20.00 X 20.00 cm,Peso: 0.164 kg,Acabamento: Livro brochura,Lançamento: 31/10/2017,ISBN: 978-85-7406-808-4
O HOMEM-CÃO #1,"R$ 37,03",Páginas: 248,Formato: 13.50 X 20.50 cm,Peso: 0.43 kg,Acabamento: Livro brochura,Lançamento: 23/10/2017,ISBN: 978-85-7406-807-7
A QUATRO MÃOS,"R$ 52,90",Páginas: 72,Formato: 20.50 X 20.50 cm,Peso: 0.203 kg,Acabamento: Livro brochura,Lançamento: 09/10/2017,ISBN: 978-85-7406-792-6
NÓS AGORA SOMOS QUATRO,"R$ 49,90",Páginas: 40,Formato: 19.30 X 19.30 cm,Peso: 0.131 kg,Acabamento: Livro brochura,Lançamento: 09/10/2017,ISBN: 978-85-7406-803-9
UM GRANDALHÃO PEGOU A MINHA BOLA,"R$ 47,90",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.18 kg,Acabamento: Livro brochura,Lançamento: 09/10/2017,ISBN: 978-85-7406-799-5
UMA GIRAFA E TANTO,"R$ 37,03",Páginas: 56,Formato: 21.30 X 26.90 cm,Peso: 0.397 kg,Acabamento: Livro capa dura,Lançamento: 29/09/2017,ISBN: 978-85-7406-795-7
O GATOLA DA CARTOLA,"R$ 52,90",Páginas: 80,Formato: 20.00 X 27.00 cm,Peso: 0.287 kg,Acabamento: Livro brochura,Lançamento: 22/09/2017,ISBN: 978-85-7406-696-7
DEZ BONS CONSELHOS DE MEU PAI,"R$ 49,90",Páginas: 56,Formato: 19.50 X 23.50 cm,Peso: 0.269 kg,Acabamento: Livro brochura,Lançamento: 20/09/2017,ISBN: 978-85-7406-782-7
DIREITOS DO PEQUENO LEITOR,"R$ 34,93",Páginas: 48,Formato: 20.70 X 20.50 cm,Peso: 0.174 kg,Acabamento: Livro brochura,Lançamento: 15/09/2017,ISBN: 978-85-7406-721-6
A VINGANÇA DE CHARLES TIBURONE,"R$ 49,90",Páginas: 112,Formato: 14.20 X 21.00 cm,Peso: 0.207 kg,Acabamento: Livro brochura,Lançamento: 31/08/2017,ISBN: 978-85-7406-788-9
O CLUBE DO TÊNIS VERMELHO,"R$ 52,90",Páginas: 248,Formato: 15.00 X 20.50 cm,Peso: 0.359 kg,Acabamento: Livro brochura,Lançamento: 21/08/2017,ISBN: 978-85-7406-777-3
CAPITÃO CUECA E A INVASÃO DAS INCRIVELMENTE MALVADAS TIAS DA CANTINA DE OUTRO PLANETA E O ATAQUE SUBSEQUENTE DOS IGUALMENTE PERVERSOS ZUMBIS NERDS - EM CORES!,"R$ 34,93",Páginas: 160,Formato: 13.50 X 20.50 cm,Peso: 0.29 kg,Acabamento: Livro brochura,Lançamento: 21/08/2017,ISBN: 978-85-7406-797-1
BRASILEIRINHOS,"R$ 37,03",Páginas: 48,Formato: 20.00 X 20.00 cm,Peso: 0.164 kg,Acabamento: Livro brochura,Lançamento: 18/08/2017,ISBN: 978-85-7406-802-2
JOÃO DO PUM,"R$ 47,90",Páginas: 40,Formato: 21.00 X 27.00 cm,Peso: 0.199 kg,Acabamento: Livro brochura,Lançamento: 14/08/2017,ISBN: 978-85-7406-784-1
FÉRIAS COM SORVETE,"R$ 47,90",Páginas: 40,Formato: 20.50 X 25.50 cm,Peso: 0.118 kg,Acabamento: Livro brochura,Lançamento: 14/08/2017,ISBN: 978-85-7406-786-5
L DE LIVRO,"R$ 52,90",Páginas: 36,Formato: 20.40 X 20.40 cm,Peso: 0.133 kg,Acabamento: Livro brochura,Lançamento: 14/08/2017,ISBN: 978-85-7406-785-8
HORTON CHOCA O OVO,"R$ 52,90",Páginas: 72,Formato: 20.00 X 27.00 cm,Peso: 0.261 kg,Acabamento: Livro brochura,Lançamento: 10/08/2017,ISBN: 978-85-7406-775-9
AS BELAS ADORMECIDAS (E ALGUMAS ACORDADAS),"R$ 52,90",Páginas: 48,Formato: 20.20 X 27.00 cm,Peso: 0.224 kg,Acabamento: Livro brochura,Lançamento: 31/07/2017,ISBN: 978-85-7406-779-7
O MENINO QUE PERGUNTAVA,"R$ 57,90",Páginas: 84,Formato: 20.50 X 20.50 cm,Peso: 0.233 kg,Acabamento: Livro brochura,Lançamento: 25/07/2017,ISBN: 978-85-7406-791-9
EU NÃO ACHO DE JEITO NENHUM,"R$ 47,90",Páginas: 40,Formato: 20.50 X 25.50 cm,Peso: 0.183 kg,Acabamento: Livro brochura,Lançamento: 24/07/2017,ISBN: 978-85-7406-771-1
"CAOS, O CACHORRO","R$ 34,93",Páginas: 48,Formato: 16.00 X 23.00 cm,Peso: 0.153 kg,Acabamento: Livro brochura,Lançamento: 20/07/2017,ISBN: 978-85-7406-783-4
PÍPPI A BORDO,"R$ 34,93",Páginas: 160,Formato: 15.70 X 21.00 cm,Peso: 0.302 kg,Acabamento: Livro brochura,Lançamento: 21/06/2017,ISBN: 978-85-7406-762-9
TRÊS DESEJOS PARA O SR. PUG,"R$ 47,90",Páginas: 48,Formato: 19.20 X 20.50 cm,Peso: 0.162 kg,Acabamento: Livro brochura,Lançamento: 09/06/2017,ISBN: 978-85-7406-774-2
ONDA (NOVA EDIÇÃO),"R$ 40,53",Páginas: 48,Formato: 30.70 X 18.30 cm,Peso: 0.004 kg,Acabamento: Livro capa dura,Lançamento: 09/06/2017,ISBN: 978-85-7406-773-5
MABEL JONES E A CIDADE PROIBIDA (VOL. 2),"R$ 49,90",Páginas: 312,Formato: 13.70 X 20.50 cm,Peso: 0.343 kg,Acabamento: Livro brochura,Lançamento: 29/05/2017,ISBN: 978-85-7406-770-4
FABRIQUETA ABECEDÁRIO,"R$ 49,90",Páginas: 64,Formato: 15.50 X 22.50 cm,Peso: 0.151 kg,Acabamento: Livro brochura,Lançamento: 26/05/2017,ISBN: 978-85-7406-769-8
CAPITÃO CUECA E O ATAQUE DAS PRIVADAS FALANTES - EM CORES!,"R$ 34,93",Páginas: 160,Formato: 13.50 X 20.50 cm,Peso: 0.28 kg,Acabamento: Livro brochura,Lançamento: 26/05/2017,ISBN: 978-85-7406-778-0
DOBRAS,"R$ 67,90",Páginas: 64,Formato: 17.20 X 22.50 cm,Peso: 0.15 kg,Acabamento: Livro brochura,Lançamento: 24/04/2017,ISBN: 978-85-7406-767-4
O LÓRAX,"R$ 52,90",Páginas: 80,Formato: 20.00 X 27.00 cm,Peso: 0.287 kg,Acabamento: Livro brochura,Lançamento: 24/04/2017,ISBN: 978-85-7406-682-0
NAS ÁGUAS DO RIO NEGRO,"R$ 57,90",Páginas: 56,Formato: 21.30 X 27.60 cm,Peso: 0.439 kg,Acabamento: Livro capa dura,Lançamento: 19/04/2017,ISBN: 978-85-7406-742-1
ALICE ATRAVÉS DO ESPELHO,"R$ 57,90",Páginas: 200,Formato: 15.50 X 19.00 cm,Peso: 0.293 kg,Acabamento: Livro brochura,Lançamento: 12/04/2017,ISBN: 978-85-7406-780-3
AVENTURAS DE ALICE NO PAÍS DAS MARAVILHAS,"R$ 57,90",Páginas: 168,Formato: 15.50 X 19.00 cm,Peso: 0.249 kg,Acabamento: Livro brochura,Lançamento: 12/04/2017,ISBN: 978-85-7406-781-0
A ÁRVORE GENEROSA,"R$ 38,43",Páginas: 64,Formato: 20.20 X 26.00 cm,Peso: 0.375 kg,Acabamento: Livro capa dura,Lançamento: 15/02/2017,ISBN: 978-85-7406-753-7
AS AVENTURAS DO CAPITÃO CUECA - EM CORES!,"R$ 34,93",Páginas: 144,Formato: 13.50 X 20.50 cm,Peso: 0.256 kg,Acabamento: Livro brochura,Lançamento: 14/02/2017,ISBN: 978-85-7406-754-4
DE FLOR EM FLOR,"R$ 37,03",Páginas: 40,Formato: 23.30 X 23.10 cm,Peso: 0.322 kg,Acabamento: Livro capa dura,Lançamento: 07/02/2017,ISBN: 978-85-7406-756-8
SILVESTER E A PEDRINHA MÁGICA,"R$ 34,93",Páginas: 40,Formato: 21.00 X 25.00 cm,Peso: 0.193 kg,Acabamento: Livro brochura,Lançamento: 02/02/2017,ISBN: 978-85-7406-752-0
A PRINCESA QUE ESCOLHIA,"R$ 49,90",Páginas: 40,Formato: 21.00 X 26.00 cm,Peso: 0.196 kg,Acabamento: Livro brochura,Lançamento: 30/01/2017,ISBN: 978-85-7406-763-6
O MENINO QUE VENDIA PALAVRAS,"R$ 34,93",Páginas: 64,Formato: 20.50 X 20.50 cm,Peso: 0.19 kg,Acabamento: Livro brochura,Lançamento: 12/12/2016,ISBN: 978-85-7406-741-4
FONCHITO E A LUA,"R$ 54,90",Páginas: 32,Formato: 25.00 X 23.00 cm,Peso: 0.339 kg,Acabamento: Livro capa dura,Lançamento: 12/12/2016,ISBN: 978-85-7406-759-9
O BATALHÃO DAS LETRAS,"R$ 33,53",Páginas: 40,Formato: 20.50 X 23.00 cm,Peso: 0.166 kg,Acabamento: Livro brochura,Lançamento: 12/12/2016,ISBN: 978-85-7406-760-5
BAILE DO MENINO DEUS,"R$ 49,90",Páginas: 64,Formato: 20.00 X 27.00 cm,Peso: 0.291 kg,Acabamento: Livro brochura,Lançamento: 07/12/2016,ISBN: 978-85-7406-748-3
A MARAVILHOSA PONTE DO MEU IRMÃO,"R$ 52,90",Páginas: 40,Formato: 21.00 X 26.00 cm,Peso: 0.2 kg,Acabamento: Livro brochura,Lançamento: 07/12/2016,ISBN: 978-85-7406-716-2
JOÃO E OS 10 PÉS DE FEIJÃO,"R$ 37,03",Páginas: 48,Formato: 20.00 X 27.00 cm,Peso: 0.26 kg,Acabamento: Livro brochura,Lançamento: 05/12/2016,ISBN: 978-85-7406-747-6
CADA COISA,"R$ 62,90",Páginas: 128,Formato: 16.00 X 23.10 cm,Peso: 0.466 kg,Acabamento: Livro capa dura,Lançamento: 11/11/2016,ISBN: 978-85-7406-750-6
